Area, RTSID, location_center_lat, location_center_lon, change_vol_year, change_area_year, dem_avg_slope, dem_aspect, dem_elevation, location
Peel, 200, 66.9176744002, -135.2115959829, 4894.9107165407, 2729.1508562402, 22.9283943176, 135.6791856663, 200.8169708252, hillslope, 
Peel, 201, 66.9767699925, -135.145213573, 3551.6057873986, 891.1512999968, 12.3945913315, 102.2774638854, 355.1039428711, hillslope, 
Peel, 202, 66.9815923181, -135.1393090077, 2311.2268549131, 445.5756499984, 27.0765285492, 89.1362969314, 293.1974487305, hillslope, 
Peel, 203, 66.9793865103, -135.1339963255, 2205.6661821384, 467.8544324983, 25.3889255524, 112.8435771265, 235.6471862793, hillslope, 
Peel, 204, 66.9910805526, -135.1378997898, 45625.3080141256, 10276.088428088, 6.1406979561, 112.3302132297, 395.1357727051, hillslope, 
Peel, 205, 66.9952289395, -135.125483337, 6669.6647880093, 2300.2842931167, 21.84283638, 146.0640366391, 310.9612121582, hillslope, 
Peel, 206, 67.8576119736, -135.7115459385, 12270.531365491, 2662.3145087404, 10.5897378922, 130.9654611398, 604.1804199219, hillslope, 
Peel, 207, 67.8614605089, -135.6971055311, 5357.7351196619, 1553.9450793694, 15.8768768311, 152.547223311, 553.3996582031, hillslope, 
Peel, 208, 67.8862929927, -135.5550185101, 15284.725265187, 3024.3447243641, 11.1283302307, 215.3944074479, 557.8983764648, hillslope, 
Peel, 209, 67.8289360222, -135.5463270951, 886.6551577644, 356.4605199987, 15.7543754578, 340.5148449826, 340.6053771973, hillslope, 
Peel, 210, 67.8301255561, -135.5409716929, 2406.2414293632, 640.5149968727, 18.4532184601, 323.0158565252, 345.7856750488, hillslope, 
Peel, 211, 67.8056626303, -135.5869062728, 7065.3013381817, 1091.6603424961, 14.9002389908, 42.9124376128, 295.1274414062, hillslope, 
Peel, 212, 67.8631230904, -135.4796110378, 6784.7812502971, 1656.9844484315, 21.0119686127, 78.291449188, 292.0580444336, hillslope, 
Peel, 213, 67.7202914646, -136.088903393, 9094.7889269175, 2010.6601206178, 7.2192254066, 306.2003038155, 299.4891052246, hillslope, 
Peel, 214, 67.7429412146, -135.8392971841, 3460.4361862374, 1102.799733746, 8.1489839554, 289.7054004477, 294.5641479492, hillslope, 
Peel, 215, 67.71618127240001, -135.8279976605, 21868.5049319235, 4310.9444137345, 14.3105077744, 214.8520210944, 260.1526184082, hillslope, 
Peel, 217, 67.7083536023, -135.8057238342, 2153.5586438379, 662.7937793726, 15.5614700317, 248.4100100884, 254.1940765381, hillslope, 
Peel, 218, 67.7388670527, -135.8062860839, 2037.3537979591, 807.6058656221, 7.3413996696, 18.1340644611, 308.5900268555, lakeshore, 
Peel, 219, 67.7374888408, -135.7367711936, 3595.0697421185, 1208.6239506206, 9.1491565704, 191.8995086301, 309.0756835938, lakeshore, 
Peel, 220, 67.7583523826, -135.7345781605, 4047.2288104197, 874.4422131218, 26.3932876587, 189.4082506201, 446.8612670898, hillslope, 
Peel, 221, 67.7743865735, -135.7441614182, 1419.6764568534, 556.969562498, 11.3209972382, 12.5488864478, 410.9781188965, hillslope, 
Peel, 222, 67.7817019428, -135.7022660761, 1193.1538014719, 534.6907799981, 11.0813770294, 265.7205048549, 314.283416748, hillslope, 
Peel, 223, 67.7647065087, -135.6794545871, 7461.5006710145, 1130.6482118709, 12.7640552521, 223.7034805724, 296.811340332, hillslope, 
Peel, 224, 67.7070334027, -135.6319682794, 2637.0234537226, 852.1634306219, 8.1808786392, 206.0545527651, 258.7938537598, lakeshore, 
Peel, 225, 67.7550960269, -135.536354747, 1226.2050021732, 629.3756056227, 18.3469600677, 26.2502893613, 147.9393157959, hillslope, 
Peel, 226, 67.7140722316, -135.498472072, 9691.0034438927, 2116.4843374924, 10.7100858688, 339.4980519954, 150.87159729, hillslope, 
Peel, 228, 67.6827175026, -135.992393288, 29170.0400283964, 6087.6773181031, 9.5366392136, 26.1116746113, 581.5049438477, hillslope, 
Peel, 229, 67.6038425175, -135.9542618536, 2326.4092387209, 896.7209956218, 9.9717721939, 338.0105714002, 527.0529785156, hillslope, 
Peel, 230, 67.6252037565, -135.9121921254, 2443.3663878479, 618.2362143728, 10.2207956314, 355.6340172314, 454.3521118164, hillslope, 
Peel, 231, 67.6457853751, -135.81849986, 2074.9142288617, 556.969562498, 10.1658563614, 171.99738917, 349.1231384277, hillslope, 
Peel, 232, 67.6621508922, -135.762508476, 8740.864243376, 1459.2602537447, 11.8793478012, 140.7986967259, 315.5429077148, hillslope, 
Peel, 233, 67.6928867156, -135.7990176335, 2937.0530713745, 629.3756056227, 12.9252033234, 321.7901017183, 233.7481842041, hillslope, 
Peel, 234, 67.6856121431, -135.8182323764, 24291.0993534249, 3297.2598099881, 13.2070026398, 112.0360757292, 294.8650817871, hillslope, 
Peel, 235, 67.6930661389, -135.920136436, 971.8731325733, 428.8665631235, 10.0599088669, 349.0397325508, 341.7448120117, hillslope, 
Peel, 236, 67.6470721278, -135.6611027653, 14491.5584037397, 5480.5804949803, 18.9302215576, 235.5652203176, 237.9805145264, hillslope, 
Peel, 237, 67.6073582391, -135.6681553713, 13193.2374184266, 2138.7631199923, 11.614528656000001, 35.9217979413, 367.4820861816, hillslope, 
Peel, 238, 67.6202573852, -135.5653076847, 3011.4763614376, 1364.5754281201, 7.0259475708, 34.8437450384, 286.4503173828, hillslope, 
Peel, 239, 67.6185231308, -135.5573690992, 18473.2945931234, 2556.4902918658, 12.1594047546, 5.9506239806, 282.8727722168, hillslope, 
Peel, 240, 67.6202167799, -135.5404292431, 3518.8717574747, 590.3877362479, 15.296790123, 12.2739954298, 258.3443603516, hillslope, 
Peel, 241, 67.6245699206, -135.5361958712, 2493.0547765824, 718.4907356224, 11.9185705185, 32.3263397961, 263.7970275879, hillslope, 
Peel, 242, 67.6335749123, -135.5471370154, 19607.6257934221, 3442.0718962376, 11.8356075287, 22.1505691955, 296.7375488281, hillslope, 
Peel, 243, 67.6366686266, -135.5392977751, 2217.5775935767, 517.9816931231, 20.3767280579, 139.4614146095, 244.4464263916, hillslope, 
Peel, 244, 67.6479377316, -135.6104019635, 8196.0873986596, 1977.2419468679, 7.8580145836, 286.3715697726, 287.2994384766, hillslope, 
Peel, 245, 67.6506739953, -135.6044476105, 824.183902835, 194.9393468743, 17.0409584045, 353.1535544764, 262.1405334473, hillslope, 
Peel, 246, 67.669470454, -135.6221827277, 15639.032219403, 1826.8601649934, 13.5938463211, 355.1261572376, 202.9451751709, hillslope, 
Peel, 247, 67.6710032108, -135.6031319818, 17840.9045053257, 1865.8480343683, 8.0854358673, 298.9584713785, 235.099609375, hillslope, 
Peel, 248, 67.6845924951, -135.5862524895, 3796.6197030751, 657.2240837476, 10.9599723816, 125.5864791994, 203.2227783203, hillslope, 
Peel, 249, 67.62498291, -135.7038222637, 1793.9633853271, 601.5271274978, 16.1517543793, 345.0226552094, 252.9853363037, hillslope, 
Peel, 250, 67.6260272334, -135.6975530876, 1021.0701275684, 300.7635637489, 9.6366128922, 351.4489930366, 251.4303131104, hillslope, 
Peel, 251, 67.6312448152, -135.4239477381, 5614.509850148, 1726.6056437438, 9.0176506042, 62.2089680351, 264.6278076172, hillslope, 
Peel, 252, 67.6265825356, -135.3735131698, 4987.7301737399, 677.1821597371, 15.1326847076, 28.871125287, 206.7674865723, hillslope, 
Peel, 253, 67.5353241262, -135.987602881, 28030.3448005545, 4205.1201968598, 7.8023223877, 163.7571991256, 529.2658081055, hillslope, 
Peel, 254, 67.5213910492, -135.9556421025, 2990.8011100817, 1063.8118643712, 7.6353840828, 185.9718940917, 473.2709350586, hillslope, 
Peel, 255, 67.5300521714, -135.9440238191, 5805.7364632108, 2645.6054218655, 9.0469512939, 121.6088919725, 475.1427307129, hillslope, 
Peel, 256, 67.5593799191, -135.866140999, 5660.5587637018, 2088.6358593675, 17.1429252625, 78.7884504868, 365.3503417969, hillslope, 
Peel, 257, 67.5661841448, -135.8745197797, 1468.3354853368, 846.5937349969, 14.9134263992, 280.876989272, 388.9368286133, hillslope, 
Peel, 258, 67.5678283485, -135.87595044, 1605.3274252144, 478.9938237483, 15.9178600311, 234.5945588944, 372.2567138672, hillslope, 
Peel, 259, 67.5671544842, -135.8828669057, 3420.1578771291, 857.7331262469, 16.6099452972, 58.4036412129, 392.1382141113, hillslope, 
Peel, 260, 67.5860822191, -135.9017779046, 21065.723767544, 4650.6958468582, 5.2121448517, 25.5299455377, 427.0771789551, hillslope, 
Peel, 261, 67.5883192561, -135.9139101173, 3289.6247648899, 852.1634306219, 9.0941867828, 11.9706531182, 439.3266906738, hillslope, 
Peel, 262, 67.5561740003, -135.9576087268, 726.0686695839, 350.8908243737, 13.9147109985, 161.4626716643, 483.0382080078, hillslope, 
Peel, 263, 67.5869616589, -135.7554938191, 4964.0435776387, 1208.6239506206, 9.1147594452, 83.086612498, 351.0055541992, hillslope, 
Peel, 264, 67.5878723547, -135.7528351081, 647.4886746102, 250.6363031241, 10.9011211395, 112.5996513869, 336.2848815918, hillslope, 
Peel, 265, 67.5850901443, -135.7491454603, 26461.4524108957, 5101.8411924816, 7.5662856102, 349.3404069857, 361.0801086426, hillslope, 
Peel, 266, 67.5903078619, -135.7545952975, 1129.4854223271, 440.0059543734, 6.9022450447, 8.4871573599, 337.5987548828, hillslope, 
Peel, 267, 67.5871753647, -135.8014358489, 79182.8749212318, 11105.97307621, 8.426243782, 77.6935317592, 398.4230957031, hillslope, 
Peel, 268, 67.5972645895, -135.87278516, 5501.7950726368, 1409.1329931199, 9.3023328781, 111.463946408, 390.568359375, hillslope, 
Peel, 269, 67.5506646545, -135.6808705748, 10218.4323558783, 1860.2783387433, 8.7702026367, 115.1839268946, 336.7201843262, hillslope, 
Peel, 270, 67.5473064207, -135.6733846548, 22808.9919253904, 4299.8050224845, 7.8950753212, 340.689406188, 363.8920898438, hillslope, 
Peel, 271, 67.5525831352, -135.6746254955, 14330.3961299168, 2272.4358149918, 7.948073864, 143.4882071825, 338.0448913574, hillslope, 
Peel, 272, 67.5496640316, -135.6671680819, 875.8422858411, 284.054476874, 7.614774704, 359.7948705765, 344.3139038086, hillslope, 
Peel, 273, 67.5890559327, -135.6322942414, 1282.1050769005, 495.7029106232, 11.2116565704, 356.0176505949, 363.5816040039, hillslope, 
Peel, 274, 67.5951563446, -135.3946712537, 7418.2048202061, 1130.6482118709, 10.4798460007, 350.146082348, 228.7608184814, hillslope, 
Peel, 275, 67.593154367, -135.3870435505, 1825.8560458252, 501.2726062482, 19.5755367279, 348.8056975149, 235.8163452148, hillslope, 
Peel, 276, 67.5191309399, -135.3069156334, 45525.442583742, 10523.0116007954, 8.911315918, 45.1377852152, 263.5768737793, hillslope, 
Peel, 277, 67.5217267703, -135.2962105413, 28246.6119062705, 4133.1782950372, 8.9899988174, 308.8261633802, 250.9334716797, hillslope, 
Peel, 278, 67.4763184914, -135.9316173809, 5096.1713823936, 1264.3209068704, 9.8709583282, 307.9706886153, 512.1509399414, hillslope, 
Peel, 279, 67.4743992631, -135.9410442392, 2076.816573632, 607.0968231228, 12.5887889862, 268.775206795, 480.2088012695, hillslope, 
Peel, 280, 67.4301814375, -135.9320315748, 10082.4514191006, 2227.878249992, 11.8834142685, 301.9648418589, 579.6876831055, hillslope, 
Peel, 281, 67.4259701591, -135.9332691859, 12190.3401905604, 2450.6660749912, 13.5304765701, 272.5978597511, 567.5671386719, hillslope, 
Peel, 282, 67.4254189817, -135.9229385445, 4068.0796445265, 1453.6905581198, 6.884223938, 186.1930149314, 625.2666015625, hillslope, 
Peel, 283, 67.438189849, -135.8411742235, 5878.9410424087, 938.4937128091, 14.1325597763, 88.8905919269, 687.1083984375, hillslope, 
Peel, 284, 67.4458399014, -135.8360010202, 83045.9390126358, 10782.9307299611, 13.0059652328, 200.658894091, 747.7058105469, hillslope, 
Peel, 285, 67.4773176, -135.7964471349, 143067.9070330212, 12827.0090243288, 9.4631652832, 15.3898216735, 584.4483032227, hillslope, 
Peel, 286, 67.4759410973, -135.8106030064, 6641.4809519295, 2083.0661637425, 11.4577579498, 70.7199108882, 609.0121459961, hillslope, 
Peel, 287, 67.476129978, -135.8165145225, 1062.721993511, 317.4726506239, 9.6635494232, 6.8571039428, 628.438293457, hillslope, 
Peel, 288, 67.4732879274, -135.7892799709, 12802.8469341041, 3202.5749843635, 7.0985841751, 53.9658644186, 588.0331420898, hillslope, 
Peel, 289, 67.4764181205, -135.7830174734, 2620.8351660235, 790.8967787471, 8.9644346237, 59.5819236998, 563.0501708984, hillslope, 
Peel, 291, 67.4255796732, -135.8260475879, 11011.419470221, 2846.1144643647, 10.6085853577, 38.372202429, 627.9407958984, hillslope, 
Peel, 292, 67.4251251973, -135.7678445677, 5474.7537992398, 1553.9450793694, 8.4759044647, 123.8320718313, 526.1907958984, hillslope, 
Peel, 293, 67.4245450768, -135.7790896241, 978.8451105746, 484.5635193733, 9.7279043198, 147.8058381469, 542.5045776367, hillslope, 
Peel, 294, 67.4164649874, -135.8024501052, 3042.5577378409, 924.5694737467, 10.8540859222, 108.9540107475, 616.0173339844, hillslope, 
Peel, 295, 67.447478226, -135.7971347154, 1051.8705375756, 473.4241281233, 7.7286367416, 13.0387226928, 690.9496459961, hillslope, 
Peel, 296, 67.4961257269, -135.6814594739, 25567.1319527285, 4283.0959356096, 7.9900040627, 169.6243815733, 465.8680114746, lakeshore, 
Peel, 297, 67.4549114622, -135.6895995923, 3820.8509725636, 1008.1149081214, 7.8654623032, 35.4830091782, 496.5275878906, hillslope, 
Peel, 299, 67.4374768195, -135.653592102, 6696.027016789, 1626.3511224941, 8.4740133286, 46.9295958017, 512.2856445312, hillslope, 
Peel, 300, 67.4321447547, -135.6398405025, 1691.2275041659, 423.2968674985, 7.3862438202, 115.1556741995, 476.0940551758, hillslope, 
Peel, 301, 67.4090788272, -135.4687451303, 8194.625115595, 1643.0602093691, 5.7647542953, 291.9398095647, 360.3588256836, hillslope, 
Peel, 302, 67.4025492326, -135.4315977282, 3347.1394190466, 595.9574318729, 16.58045578, 24.7994837695, 348.637512207, hillslope, 
Peel, 303, 67.4030523778, -135.4238437117, 1430.3829252897, 417.7271718735, 27.2210178375, 339.7755354626, 362.1202697754, hillslope, 
Peel, 304, 67.4001413885, -135.3321565365, 43520.1060156988, 3002.0659418642, 13.5879383087, 286.7351875362, 316.7242126465, hillslope, 
Peel, 305, 67.409363778, -135.3178402688, 493.9943357812, 139.2423906245, 17.6713905334, 303.6252886794, 347.5733337402, hillslope, 
Peel, 306, 67.4122103507, -135.3157941406, 1660.4959334754, 612.6665187478, 14.2612247467, 272.9821603198, 342.0186767578, hillslope, 
Peel, 307, 67.4154816642, -135.3169267768, 1081.1126294221, 417.7271718735, 9.7514200211, 289.2344553544, 330.3688659668, hillslope, 
Peel, 308, 67.4542895066, -135.2860690621, 1260.1254479742, 272.915085624, 16.8763751984, 324.0158950328, 322.4797058105, hillslope, 
Peel, 309, 67.4632897292, -135.2901585764, 17590.7058842766, 2216.738858742, 9.648182869, 216.7402898677, 319.8008728027, hillslope, 
Peel, 310, 67.4760329919, -135.2812627514, 2974.9886340594, 852.1634306219, 5.908097744, 285.280854561, 333.4017028809, lakeshore, 
Peel, 311, 67.4903462555, -135.2616631188, 3051.4679250466, 1158.4966899958, 7.3400945663, 83.018259835, 280.5035705566, hillslope, 
Peel, 312, 67.4367201939, -135.310613416, 1784.1061900899, 824.314952497, 4.044491291, 299.0375724868, 374.2797241211, lakeshore, 
Peel, 313, 67.4453817993, -135.2266282221, 16521.1518718772, 4044.0631650375, 15.1501140594, 336.3741481343, 308.7626953125, hillslope, 
Peel, 314, 67.4464775327, -135.2188550364, 1755.177189654, 490.1332149982, 11.9645614624, 25.1420233115, 304.909576416, hillslope, 
Peel, 315, 67.3665017572, -136.0921142654, 4823.1635478302, 1155.7118421833, 7.6340255737, 100.4733629298, 714.926574707, hillslope, 
Peel, 316, 67.341227209, -136.0873238141, 12110.953387464, 2557.41857447, 9.5057163239, 45.4687033906, 726.5465698242, hillslope, 
Peel, 317, 67.3401385149, -136.0660295277, 6451.5473848623, 1670.908687494, 10.275680542, 16.9021081077, 686.637512207, hillslope, 
Peel, 318, 67.3395237178, -136.0463769432, 1331.5580521694, 366.6716286445, 10.2484750748, 18.6512729355, 677.9295654297, hillslope, 
Peel, 319, 67.3460980976, -136.0401358051, 2686.3990909937, 1035.0351036421, 8.9972734451, 148.8458749332, 654.0512695312, hillslope, 
Peel, 320, 67.3459931862, -136.0354354259, 3695.3979186041, 946.8482562466, 9.8319673538, 152.3334619355, 633.8002929688, hillslope, 
Peel, 321, 67.3451534506, -136.0123276253, 790.5651602119, 236.7120640616, 10.6372022629, 347.5230676575, 610.2186889648, hillslope, 
Peel, 322, 67.3531529226, -135.9746883705, 7709.7079944314, 1842.6409692642, 6.6739768982, 203.0808006962, 603.9426269531, hillslope, 
Peel, 323, 67.3086807117, -135.9365902599, 19011.4594639686, 3611.0193301953, 10.4089393616, 344.1819446851, 698.5236206055, hillslope, 
Peel, 324, 67.3228339819, -135.8996931935, 4458.7284887536, 1192.8431463499, 8.5676269531, 58.563792678, 628.3355712891, hillslope, 
Peel, 325, 67.3247685301, -135.9024673282, 11166.571165174, 1605.9289052025, 14.4210529327, 71.4698521622, 638.594909668, hillslope, 
Peel, 327, 67.3073462912, -135.8559669543, 53051.1730355259, 7507.9497024729, 8.5561408997, 130.800540707, 642.0076904297, hillslope, 
Peel, 328, 67.3625075669, -135.8175752886, 4150.1369598462, 974.6967343715, 8.4131650925, 159.1376355188, 465.927947998, hillslope, 
Peel, 329, 67.3137088249, -135.623777446, 1886.4694040862, 595.9574318729, 11.0067243576, 13.029667806, 394.1889343262, hillslope, 
Peel, 330, 67.3698035582, -135.6557534039, 2349.0923884661, 579.2483449979, 12.6978750229, 302.7819920738, 398.9875793457, hillslope, 
Peel, 331, 67.3704821418, -135.6531573816, 877.6822502924, 289.624172499, 14.2155456543, 335.4569660394, 403.3635864258, hillslope, 
Peel, 332, 67.3791731981, -135.6161495072, 2494.6076555872, 685.0725618725, 5.0659675598, 191.2308734176, 410.0641479492, lakeshore, 
Peel, 333, 67.3972950356, -135.5823184115, 1060.9095647863, 278.484781249, 13.9711790085, 351.0956739772, 347.4569396973, hillslope, 
Peel, 334, 67.3378835402, -135.5330732737, 11048.0973980815, 2634.4660306155, 10.6038551331, 196.405406667, 332.166015625, hillslope, 
Peel, 335, 67.3417187276, -135.4799629387, 12729.6761796568, 1336.7269499952, 13.605046272300001, 271.9765582996, 306.7920532227, hillslope, 
Peel, 336, 67.3489398495, -135.3799536224, 2222.7958687395, 634.9453012477, 23.775604248, 344.4488243359, 262.3155212402, hillslope, 
Peel, 337, 67.3479544693, -135.3819505297, 919.43151112, 278.484781249, 17.254863739, 352.0107371002, 288.563079834, hillslope, 
Peel, 338, 67.3387734316, -135.3307354591, 61936.2450239406, 7301.8709643487, 17.1905708313, 8.7751776988, 254.6735076904, hillslope, 
Peel, 339, 67.3532716849, -135.3116362122, 35440.6987091633, 5926.1561449786, 16.690984726, 59.2279836983, 240.5961608887, hillslope, 
Peel, 340, 67.3307426574, -135.2654909048, 2238.3215992624, 534.6907799981, 20.277431488, 5.1691651467, 227.8536834717, hillslope, 
Peel, 341, 67.3135361107, -135.2508994866, 4944.2040015923, 891.1512999968, 18.2249221802, 292.0962772614, 207.3671875, hillslope, 
Peel, 342, 67.3177858517, -135.1962941753, 1685.6764914748, 343.4645635404, 18.3909854889, 14.7095384827, 183.4097137451, hillslope, 
Peel, 343, 67.2909383042, -135.9221397374, 16517.749835681, 2947.2972682185, 11.7113656998, 34.640087248, 736.0775756836, hillslope, 
Peel, 345, 67.2943586933, -135.8512376666, 4798.7931832615, 1665.338991869, 6.6284422874, 147.1383806463, 582.2167358398, hillslope, 
